ID_Transacao,Data_Lancamento,Data_Prevista,Data_Liquidacao,Valor_Previsto,Valor_Realizado,Status,Tipo_Lancamento,ID_Conta,ID_Fornecedor,Descricao,Canal,Saldo,Dias_em_Aberto,Dias_Divergencia,Faixa_Aging,Faixa_Aging_Div,Criticidade,Criticidade_Div,Ordem_Aging,Ordem_Aging_Div
TRX-01093,2024-01-22,2024-01-31,2024-02-02,46758.01,46758.01,Conciliado,Estorno,CT-001,FN-005,Ref. NF-7116,Pix,0.00,,,,,,,,
TRX-02082,2025-01-14,2025-01-20,2025-01-20,48908.56,48908.56,Conciliado,Pagamento,CT-007,FN-006,Ref. NF-4812,Pix,0.00,,,,,,,,
TRX-00816,2024-04-28,2024-04-30,,38115.51,,Pendente,Recebimento,CT-008,FN-006,Ref. NF-2727,Pix,38115.51,396,,+360 dias,,Máximo,,7,
TRX-02839,2024-12-03,2024-12-17,2024-12-17,22010.15,22010.15,Conciliado,Pagamento,CT-007,FN-008,Ref. NF-5466,Débito,0.00,,,,,,,,
TRX-02628,2024-07-13,2024-07-23,2024-07-23,9729.44,9729.44,Conciliado,Recebimento,CT-006,FN-007,Ref. NF-8546,Boleto,0.00,,,,,,,,
TRX-01209,2025-03-28,2025-03-30,2025-03-31,26491.26,26491.26,Conciliado,Estorno,CT-002,FN-006,Ref. NF-9036,Ted,0.00,,,,,,,,
TRX-02133,2024-02-26,2024-02-28,2024-02-29,43011.01,43011.01,Conciliado,Pagamento,CT-008,FN-008,Ref. NF-5299,Boleto,0.00,,,,,,,,
TRX-01800,2024-09-25,2024-10-03,2024-10-06,42863.89,42863.89,Conciliado,Estorno,CT-007,FN-009,Ref. NF-2745,Boleto,0.00,,,,,,,,
TRX-01020,2025-04-01,2025-04-05,2025-04-06,10733.48,10733.48,Conciliado,Pagamento,CT-004,FN-008,Ref. NF-5758,Boleto,0.00,,,,,,,,
TRX-00151,2025-03-24,2025-03-25,2025-03-26,14585.80,14585.80,Conciliado,Pagamento,CT-002,FN-006,Ref. NF-4159,Pix,0.00,,,,,,,,
TRX-00432,2024-01-01,2024-01-13,2024-01-15,43351.14,43351.14,Conciliado,Pagamento,CT-002,FN-005,Ref. NF-8130,Débito,0.00,,,,,,,,
TRX-02325,2024-01-13,2024-01-28,,2414.31,,Pendente,Pagamento,CT-002,FN-003,Ref. NF-1543,Pix,2414.31,489,,+360 dias,,Máximo,,7,
TRX-02803,2024-11-02,2024-11-03,2024-11-06,9845.70,9845.70,Conciliado,Pagamento,CT-002,FN-006,Ref. NF-3795,Pix,0.00,,,,,,,,
TRX-02097,2024-06-15,2024-06-30,2024-07-03,29755.10,25927.94,Divergente,Pagamento,CT-003,FN-010,Ref. NF-2687,Ted,3827.16,,332,,181 a 360 dias,,Muito Crítico,,6
TRX-01157,2024-09-11,2024-09-21,2024-09-23,42681.74,42681.74,Conciliado,Pagamento,CT-001,FN-007,Ref. NF-7571,Ted,0.00,,,,,,,,
TRX-02570,2024-01-16,2024-01-25,2024-01-30,4433.16,3967.45,Divergente,Pagamento,CT-005,FN-004,Ref. NF-8484,Boleto,465.71,,487,,+360 dias,,Máximo,,7
TRX-00897,2025-01-17,2025-01-30,2025-02-02,35442.74,35442.74,Conciliado,Pagamento,CT-001,FN-007,Ref. NF-4264,Pix,0.00,,,,,,,,
TRX-02207,2024-09-24,2024-09-29,2024-10-03,48955.13,47102.56,Divergente,Estorno,CT-004,FN-004,Ref. NF-4970,Pix,1852.57,,240,,181 a 360 dias,,Muito Crítico,,6
TRX-00225,2025-01-30,2025-02-12,2025-02-12,815.71,815.71,Conciliado,Estorno,CT-004,FN-003,Ref. NF-7164,Ted,0.00,,,,,,,,
TRX-02167,2025-04-02,2025-04-12,2025-04-15,45548.77,45548.77,Conciliado,Pagamento,CT-003,FN-005,Ref. NF-6255,Ted,0.00,,,,,,,,
TRX-01179,2024-12-22,2024-12-27,2024-12-28,42561.98,39146.81,Divergente,Pagamento,CT-005,FN-006,Ref. NF-1428,Boleto,3415.17,,154,,121 a 180 dias,,Crítico,,5
TRX-01408,2024-01-06,2024-01-09,2024-01-11,5994.19,5994.19,Conciliado,Pagamento,CT-002,FN-006,Ref. NF-5253,Boleto,0.00,,,,,,,,
TRX-00021,2024-08-02,2024-08-13,2024-08-15,33651.44,33651.44,Conciliado,Pagamento,CT-005,FN-004,Ref. NF-2188,Débito,0.00,,,,,,,,
TRX-00618,2024-12-30,2025-01-05,2025-01-07,13782.61,12138.81,Divergente,Recebimento,CT-008,FN-008,Ref. NF-7486,Débito,1643.80,,144,,121 a 180 dias,,Crítico,,5
TRX-00214,2025-02-02,2025-02-14,2025-02-14,30542.88,30542.88,Conciliado,Pagamento,CT-004,FN-009,Ref. NF-4921,Pix,0.00,,,,,,,,
TRX-00648,2024-11-07,2024-11-21,,22396.86,,Pendente,Estorno,CT-006,FN-003,Ref. NF-1853,Boleto,22396.86,191,,181 a 360 dias,,Muito Crítico,,6,
TRX-02971,2024-12-19,2024-12-23,2024-12-24,22545.09,22545.09,Conciliado,Recebimento,CT-006,FN-005,Ref. NF-2096,Boleto,0.00,,,,,,,,
TRX-02452,2024-11-01,2024-11-11,2024-11-13,14807.00,14807.00,Conciliado,Estorno,CT-006,FN-010,Ref. NF-7029,Ted,0.00,,,,,,,,
TRX-01016,2025-04-11,2025-04-20,2025-04-22,32338.33,32338.33,Conciliado,Estorno,CT-007,FN-009,Ref. NF-8129,Débito,0.00,,,,,,,,
TRX-00855,2024-02-20,2024-02-26,,14055.50,,Pendente,Pagamento,CT-002,FN-005,Ref. NF-5250,Ted,14055.50,460,,+360 dias,,Máximo,,7,
TRX-02581,2024-07-18,2024-07-25,,9512.05,,Pendente,Pagamento,CT-002,FN-009,Ref. NF-3234,Débito,9512.05,310,,181 a 360 dias,,Muito Crítico,,6,
TRX-01637,2024-12-12,2024-12-22,2024-12-22,38857.25,38857.25,Conciliado,Pagamento,CT-008,FN-008,Ref. NF-2737,Boleto,0.00,,,,,,,,
TRX-01114,2024-08-28,2024-09-03,2024-09-05,26091.38,26091.38,Conciliado,Recebimento,CT-006,FN-009,Ref. NF-4732,Pix,0.00,,,,,,,,
TRX-01558,2024-05-29,2024-06-03,2024-06-03,22413.31,22413.31,Conciliado,Recebimento,CT-002,FN-008,Ref. NF-7488,Boleto,0.00,,,,,,,,
TRX-01127,2024-06-09,2024-06-15,,44973.40,,Pendente,Pagamento,CT-004,FN-005,Ref. NF-4998,Boleto,44973.40,350,,181 a 360 dias,,Muito Crítico,,6,
TRX-02404,2024-03-15,2024-03-19,2024-03-21,34895.42,34895.42,Conciliado,Pagamento,CT-001,FN-005,Ref. NF-5480,Débito,0.00,,,,,,,,
TRX-02188,2024-04-09,2024-04-22,2024-04-25,722.21,722.21,Conciliado,Estorno,CT-001,FN-008,Ref. NF-3458,Pix,0.00,,,,,,,,
TRX-00560,2024-08-04,2024-08-14,2024-08-16,44697.42,44697.42,Conciliado,Estorno,CT-002,FN-005,Ref. NF-3643,Boleto,0.00,,,,,,,,
TRX-02787,2024-04-08,2024-04-21,2024-04-24,21101.29,21101.29,Conciliado,Pagamento,CT-005,FN-007,Ref. NF-7200,Ted,0.00,,,,,,,,
TRX-01124,2024-02-24,2024-02-25,2024-02-25,43114.31,43114.31,Conciliado,Pagamento,CT-007,FN-010,Ref. NF-8276,Ted,0.00,,,,,,,,
TRX-01753,2024-05-02,2024-05-11,2024-05-11,31602.93,31602.93,Conciliado,Estorno,CT-007,FN-005,Ref. NF-6536,Boleto,0.00,,,,,,,,
TRX-02319,2024-10-15,2024-10-20,2024-10-22,5834.79,5349.72,Divergente,Recebimento,CT-002,FN-003,Ref. NF-7856,Débito,485.07,,221,,181 a 360 dias,,Muito Crítico,,6
TRX-00434,2024-03-09,2024-03-10,2024-03-13,33067.37,33067.37,Conciliado,Pagamento,CT-003,FN-008,Ref. NF-7974,Pix,0.00,,,,,,,,
TRX-00732,2025-04-11,2025-04-17,2025-04-19,7634.94,6714.95,Divergente,Pagamento,CT-005,FN-008,Ref. NF-2920,Boleto,919.99,,42,,31 a 60 dias,,Atenção,,2
TRX-02627,2024-02-05,2024-02-17,2024-02-18,42923.91,40204.51,Divergente,Recebimento,CT-006,FN-001,Ref. NF-4081,Boleto,2719.40,,468,,+360 dias,,Máximo,,7
TRX-00072,2024-03-28,2024-03-31,2024-04-03,34315.16,34315.16,Conciliado,Estorno,CT-007,FN-010,Ref. NF-1153,Pix,0.00,,,,,,,,
TRX-01773,2024-10-29,2024-11-04,2024-11-05,35627.93,35627.93,Conciliado,Recebimento,CT-005,FN-001,Ref. NF-8660,Ted,0.00,,,,,,,,
TRX-02685,2025-02-06,2025-02-19,2025-02-22,15743.91,15743.91,Conciliado,Recebimento,CT-004,FN-003,Ref. NF-1980,Pix,0.00,,,,,,,,
TRX-01578,2024-03-10,2024-03-18,2024-03-18,24587.02,24587.02,Conciliado,Pagamento,CT-005,FN-003,Ref. NF-5433,Ted,0.00,,,,,,,,
TRX-02267,2024-05-08,2024-05-19,2024-05-21,49285.45,49285.45,Conciliado,Recebimento,CT-002,FN-009,Ref. NF-1897,Pix,0.00,,,,,,,,
TRX-01245,2025-04-01,2025-04-02,2025-04-03,28302.15,28302.15,Conciliado,Pagamento,CT-004,FN-005,Ref. NF-6927,Débito,0.00,,,,,,,,
TRX-02209,2024-03-26,2024-04-02,2024-04-02,20432.86,20432.86,Conciliado,Pagamento,CT-008,FN-004,Ref. NF-1910,Pix,0.00,,,,,,,,
TRX-00508,2024-05-22,2024-06-04,2024-06-06,33500.51,32077.41,Divergente,Recebimento,CT-006,FN-008,Ref. NF-9147,Ted,1423.10,,359,,181 a 360 dias,,Muito Crítico,,6
TRX-02090,2024-10-08,2024-10-18,2024-10-19,26364.47,26364.47,Conciliado,Pagamento,CT-001,FN-010,Ref. NF-7145,Boleto,0.00,,,,,,,,
TRX-02962,2025-03-31,2025-04-04,,44943.21,,Pendente,Recebimento,CT-003,FN-002,Ref. NF-2119,Pix,44943.21,57,,31 a 60 dias,,Atenção,,2,
TRX-00834,2024-07-15,2024-07-23,2024-07-23,9629.13,9629.13,Conciliado,Pagamento,CT-004,FN-007,Ref. NF-1425,Pix,0.00,,,,,,,,
TRX-01455,2024-06-28,2024-07-10,2024-07-13,45370.97,45370.97,Conciliado,Estorno,CT-007,FN-003,Ref. NF-7119,Pix,0.00,,,,,,,,
TRX-01700,2024-03-27,2024-03-31,2024-04-03,39908.46,39908.46,Conciliado,Pagamento,CT-007,FN-006,Ref. NF-3711,Ted,0.00,,,,,,,,
TRX-02068,2024-01-12,2024-01-25,2024-01-26,29116.23,29116.23,Conciliado,Pagamento,CT-008,FN-009,Ref. NF-9252,Pix,0.00,,,,,,,,
TRX-01255,2025-01-06,2025-01-17,2025-01-17,28488.36,28488.36,Conciliado,Recebimento,CT-001,FN-003,Ref. NF-9741,Débito,0.00,,,,,,,,
TRX-01605,2025-03-19,2025-03-20,2025-03-23,38187.44,38187.44,Conciliado,Pagamento,CT-001,FN-004,Ref. NF-7607,Boleto,0.00,,,,,,,,
TRX-01303,2024-10-07,2024-10-11,,38169.34,,Pendente,Pagamento,CT-001,FN-005,Ref. NF-9497,Pix,38169.34,232,,181 a 360 dias,,Muito Crítico,,6,
TRX-02690,2025-02-20,2025-03-05,2025-03-05,16102.52,16102.52,Conciliado,Pagamento,CT-007,FN-003,Ref. NF-2789,Boleto,0.00,,,,,,,,
TRX-00558,2025-01-13,2025-01-25,2025-01-28,43059.92,43059.92,Conciliado,Recebimento,CT-008,FN-001,Ref. NF-8074,Débito,0.00,,,,,,,,
TRX-00534,2025-03-23,2025-04-04,2025-04-06,41425.05,41425.05,Conciliado,Pagamento,CT-003,FN-010,Ref. NF-4677,Pix,0.00,,,,,,,,
TRX-00377,2024-01-01,2024-01-13,2024-01-14,7186.74,7186.74,Conciliado,Pagamento,CT-001,FN-009,Ref. NF-5521,Pix,0.00,,,,,,,,
TRX-02529,2025-01-21,2025-01-23,2025-01-25,23977.00,23977.00,Conciliado,Estorno,CT-006,FN-010,Ref. NF-4187,Pix,0.00,,,,,,,,
TRX-01317,2024-06-24,2024-06-30,2024-06-30,35209.45,35209.45,Conciliado,Pagamento,CT-001,FN-004,Ref. NF-7644,Ted,0.00,,,,,,,,
TRX-00608,2024-09-03,2024-09-15,2024-09-17,39952.77,39952.77,Conciliado,Pagamento,CT-004,FN-003,Ref. NF-3385,Débito,0.00,,,,,,,,
TRX-01583,2024-08-14,2024-08-25,2024-08-27,11115.23,11115.23,Conciliado,Estorno,CT-004,FN-004,Ref. NF-1204,Boleto,0.00,,,,,,,,
TRX-01874,2024-07-29,2024-08-09,2024-08-09,11423.35,11423.35,Conciliado,Pagamento,CT-004,FN-006,Ref. NF-1451,Débito,0.00,,,,,,,,
TRX-01603,2025-03-02,2025-03-06,2025-03-07,13816.27,13816.27,Conciliado,Pagamento,CT-005,FN-009,Ref. NF-9647,Boleto,0.00,,,,,,,,
TRX-01911,2024-03-21,2024-03-31,2024-04-01,4807.14,4327.80,Divergente,Pagamento,CT-001,FN-005,Ref. NF-7653,Pix,479.34,,425,,+360 dias,,Máximo,,7
TRX-00716,2024-05-12,2024-05-17,2024-05-17,6395.62,6395.62,Conciliado,Pagamento,CT-005,FN-009,Ref. NF-5550,Ted,0.00,,,,,,,,
TRX-00483,2024-03-23,2024-03-27,2024-03-27,6760.44,6760.44,Conciliado,Pagamento,CT-006,FN-010,Ref. NF-3423,Pix,0.00,,,,,,,,
TRX-00453,2024-10-03,2024-10-07,2024-10-09,28578.57,28578.57,Conciliado,Recebimento,CT-008,FN-002,Ref. NF-2485,Pix,0.00,,,,,,,,
TRX-02291,2024-01-02,2024-01-14,,10275.82,,Pendente,Pagamento,CT-003,FN-005,Ref. NF-8122,Ted,10275.82,503,,+360 dias,,Máximo,,7,
TRX-01074,2024-02-01,2024-02-10,2024-02-12,41230.87,41230.87,Conciliado,Recebimento,CT-003,FN-009,Ref. NF-1396,Boleto,0.00,,,,,,,,
TRX-00079,2025-02-25,2025-03-08,2025-03-09,1738.72,1738.72,Conciliado,Pagamento,CT-004,FN-008,Ref. NF-8606,Boleto,0.00,,,,,,,,
TRX-02635,2025-01-19,2025-01-27,2025-01-30,19553.60,17913.44,Divergente,Pagamento,CT-004,FN-005,Ref. NF-7834,Ted,1640.16,,121,,121 a 180 dias,,Crítico,,5
TRX-00200,2024-09-07,2024-09-10,2024-09-13,14958.45,14958.45,Conciliado,Estorno,CT-001,FN-004,Ref. NF-9115,Pix,0.00,,,,,,,,
TRX-02159,2024-11-26,2024-11-27,2024-11-30,40810.36,40810.36,Conciliado,Pagamento,CT-003,FN-006,Ref. NF-2132,Ted,0.00,,,,,,,,
TRX-01045,2024-06-30,2024-07-10,2024-07-10,18578.19,18578.19,Conciliado,Pagamento,CT-007,FN-003,Ref. NF-1852,Débito,0.00,,,,,,,,
TRX-01580,2024-10-18,2024-10-21,,25702.80,,Pendente,Estorno,CT-005,FN-010,Ref. NF-4885,Pix,25702.80,222,,181 a 360 dias,,Muito Crítico,,6,
TRX-02647,2024-07-21,2024-07-24,2024-07-26,49954.07,49015.99,Divergente,Recebimento,CT-002,FN-004,Ref. NF-3603,Boleto,938.08,,309,,181 a 360 dias,,Muito Crítico,,6
TRX-02850,2024-12-28,2025-01-01,2025-01-04,8470.73,8470.73,Conciliado,Recebimento,CT-004,FN-006,Ref. NF-1975,Débito,0.00,,,,,,,,
TRX-00624,2025-03-19,2025-03-26,2025-03-29,12069.30,12069.30,Conciliado,Pagamento,CT-004,FN-008,Ref. NF-4077,Ted,0.00,,,,,,,,
TRX-00338,2024-05-13,2024-05-16,2024-05-21,4083.11,3935.47,Divergente,Estorno,CT-002,FN-009,Ref. NF-7178,Boleto,147.64,,375,,+360 dias,,Máximo,,7
TRX-02000,2025-01-24,2025-01-31,2025-02-03,1922.99,1922.99,Conciliado,Pagamento,CT-003,FN-007,Ref. NF-1970,Ted,0.00,,,,,,,,
TRX-00287,2025-03-10,2025-03-18,2025-03-19,16371.37,16371.37,Conciliado,Pagamento,CT-002,FN-008,Ref. NF-4850,Débito,0.00,,,,,,,,
TRX-00998,2024-11-12,2024-11-24,2024-11-25,35727.45,35727.45,Conciliado,Pagamento,CT-002,FN-002,Ref. NF-7500,Pix,0.00,,,,,,,,
TRX-02552,2025-02-15,2025-02-18,2025-02-19,6315.01,6315.01,Conciliado,Pagamento,CT-003,FN-001,Ref. NF-6347,Débito,0.00,,,,,,,,
TRX-00827,2024-09-30,2024-10-10,2024-10-13,19662.68,19662.68,Conciliado,Pagamento,CT-008,FN-001,Ref. NF-2933,Boleto,0.00,,,,,,,,
TRX-02813,2025-04-26,2025-04-30,2025-05-03,3590.82,3403.44,Divergente,Estorno,CT-002,FN-010,Ref. NF-8614,Débito,187.38,,28,,0 a 30 dias,,Normal,,1
TRX-01152,2024-10-28,2024-11-01,2024-11-03,12540.18,12540.18,Conciliado,Recebimento,CT-004,FN-005,Ref. NF-2649,Boleto,0.00,,,,,,,,
TRX-01900,2024-09-11,2024-09-26,2024-09-27,28136.40,28136.40,Conciliado,Pagamento,CT-004,FN-008,Ref. NF-8284,Débito,0.00,,,,,,,,
TRX-00807,2024-06-19,2024-06-29,2024-06-29,43283.55,43283.55,Conciliado,Pagamento,CT-008,FN-006,Ref. NF-9115,Pix,0.00,,,,,,,,
TRX-01343,2025-03-26,2025-04-02,2025-04-02,7991.27,7991.27,Conciliado,Pagamento,CT-007,FN-008,Ref. NF-2038,Pix,0.00,,,,,,,,
TRX-02661,2024-09-08,2024-09-12,2024-09-15,13410.33,13410.33,Conciliado,Pagamento,CT-003,FN-004,Ref. NF-4255,Débito,0.00,,,,,,,,
TRX-00462,2024-04-15,2024-04-18,2024-04-19,12343.06,12343.06,Conciliado,Estorno,CT-008,FN-007,Ref. NF-2442,Ted,0.00,,,,,,,,
TRX-02388,2024-05-14,2024-05-27,2024-05-28,10505.37,10505.37,Conciliado,Pagamento,CT-008,FN-002,Ref. NF-7815,Débito,0.00,,,,,,,,
TRX-02711,2024-09-23,2024-09-27,2024-09-30,41331.15,41331.15,Conciliado,Estorno,CT-003,FN-002,Ref. NF-3705,Boleto,0.00,,,,,,,,
TRX-02234,2025-03-12,2025-03-14,2025-03-14,47719.85,47719.85,Conciliado,Pagamento,CT-001,FN-003,Ref. NF-5846,Pix,0.00,,,,,,,,
TRX-02593,2024-01-06,2024-01-16,2024-01-19,27713.10,27713.10,Conciliado,Pagamento,CT-002,FN-007,Ref. NF-4919,Pix,0.00,,,,,,,,
TRX-01331,2024-08-11,2024-08-14,2024-08-14,28638.90,28638.90,Conciliado,Estorno,CT-005,FN-010,Ref. NF-3705,Ted,0.00,,,,,,,,
TRX-01746,2024-01-24,2024-01-27,2024-01-28,10314.66,10314.66,Conciliado,Estorno,CT-002,FN-010,Ref. NF-5815,Boleto,0.00,,,,,,,,
TRX-01426,2024-10-07,2024-10-14,2024-10-15,40283.44,37948.21,Divergente,Estorno,CT-008,FN-003,Ref. NF-8811,Pix,2335.23,,228,,181 a 360 dias,,Muito Crítico,,6
TRX-01514,2024-04-09,2024-04-13,,13994.26,,Pendente,Pagamento,CT-001,FN-001,Ref. NF-2052,Pix,13994.26,413,,+360 dias,,Máximo,,7,
TRX-00714,2024-10-16,2024-10-17,2024-10-20,43577.66,43577.66,Conciliado,Recebimento,CT-008,FN-009,Ref. NF-5448,Ted,0.00,,,,,,,,
TRX-02863,2024-10-29,2024-11-09,2024-11-11,19512.61,19512.61,Conciliado,Estorno,CT-006,FN-002,Ref. NF-5803,Ted,0.00,,,,,,,,
TRX-02557,2025-03-20,2025-03-22,2025-03-22,18573.92,18573.92,Conciliado,Pagamento,CT-003,FN-006,Ref. NF-1672,Débito,0.00,,,,,,,,
TRX-00681,2024-05-20,2024-06-01,2024-06-02,24467.48,24467.48,Conciliado,Estorno,CT-003,FN-007,Ref. NF-9806,Pix,0.00,,,,,,,,
TRX-02445,2025-02-09,2025-02-13,2025-02-16,14823.60,14823.60,Conciliado,Estorno,CT-003,FN-007,Ref. NF-8023,Débito,0.00,,,,,,,,
TRX-01278,2024-11-07,2024-11-20,2024-11-23,5757.43,5757.43,Conciliado,Pagamento,CT-004,FN-009,Ref. NF-6314,Boleto,0.00,,,,,,,,
TRX-00631,2024-05-21,2024-05-25,2024-05-28,41316.84,41316.84,Conciliado,Pagamento,CT-008,FN-002,Ref. NF-2492,Pix,0.00,,,,,,,,
TRX-02532,2024-05-20,2024-06-03,2024-06-04,35986.61,35986.61,Conciliado,Pagamento,CT-006,FN-001,Ref. NF-1091,Débito,0.00,,,,,,,,
TRX-01244,2025-02-01,2025-02-08,2025-02-11,31299.78,31299.78,Conciliado,Estorno,CT-001,FN-007,Ref. NF-7843,Boleto,0.00,,,,,,,,
TRX-02146,2024-04-10,2024-04-22,2024-04-23,40327.34,40327.34,Conciliado,Pagamento,CT-008,FN-004,Ref. NF-3852,Pix,0.00,,,,,,,,
TRX-00788,2024-09-14,2024-09-21,2024-09-24,13993.15,13993.15,Conciliado,Pagamento,CT-001,FN-008,Ref. NF-3894,Débito,0.00,,,,,,,,
TRX-02144,2024-04-28,2024-05-11,2024-05-13,861.42,861.42,Conciliado,Pagamento,CT-004,FN-010,Ref. NF-4714,Boleto,0.00,,,,,,,,
TRX-00077,2024-09-28,2024-10-07,,48385.51,,Pendente,Pagamento,CT-005,FN-008,Ref. NF-2233,Ted,48385.51,236,,181 a 360 dias,,Muito Crítico,,6,
TRX-01397,2025-03-25,2025-04-03,,11736.67,,Pendente,Estorno,CT-006,FN-005,Ref. NF-4495,Ted,11736.67,58,,31 a 60 dias,,Atenção,,2,
TRX-01276,2024-12-15,2024-12-24,2024-12-26,27536.01,27536.01,Conciliado,Recebimento,CT-004,FN-004,Ref. NF-6371,Ted,0.00,,,,,,,,
TRX-02812,2024-10-11,2024-10-18,2024-10-20,41558.22,41558.22,Conciliado,Pagamento,CT-003,FN-005,Ref. NF-2314,Ted,0.00,,,,,,,,
TRX-02399,2024-02-25,2024-03-08,2024-03-08,29209.89,29209.89,Conciliado,Estorno,CT-001,FN-001,Ref. NF-3991,Boleto,0.00,,,,,,,,
TRX-02848,2024-12-13,2024-12-27,2024-12-27,33406.29,33406.29,Conciliado,Pagamento,CT-001,FN-004,Ref. NF-6611,Pix,0.00,,,,,,,,
TRX-00048,2024-05-22,2024-06-06,2024-06-07,30711.42,30711.42,Conciliado,Pagamento,CT-008,FN-010,Ref. NF-5232,Débito,0.00,,,,,,,,
TRX-00979,2024-06-23,2024-07-06,2024-07-08,33566.63,33566.63,Conciliado,Estorno,CT-008,FN-002,Ref. NF-9901,Débito,0.00,,,,,,,,
TRX-02287,2025-01-25,2025-02-09,2025-02-12,9602.65,9602.65,Conciliado,Estorno,CT-006,FN-003,Ref. NF-3256,Ted,0.00,,,,,,,,
TRX-00267,2024-07-26,2024-08-02,2024-08-04,36464.22,36464.22,Conciliado,Estorno,CT-004,FN-006,Ref. NF-3967,Pix,0.00,,,,,,,,
TRX-00283,2024-04-03,2024-04-05,2024-04-06,41867.56,41867.56,Conciliado,Recebimento,CT-008,FN-005,Ref. NF-1960,Boleto,0.00,,,,,,,,
TRX-01203,2024-05-31,2024-06-08,2024-06-11,7158.49,6713.22,Divergente,Recebimento,CT-004,FN-010,Ref. NF-8074,Pix,445.27,,354,,181 a 360 dias,,Muito Crítico,,6
TRX-02370,2024-06-18,2024-06-22,2024-06-23,23755.90,23755.90,Conciliado,Estorno,CT-006,FN-010,Ref. NF-3073,Boleto,0.00,,,,,,,,
TRX-01313,2025-01-04,2025-01-11,2025-01-11,30012.04,30012.04,Conciliado,Pagamento,CT-004,FN-010,Ref. NF-8433,Pix,0.00,,,,,,,,
TRX-00070,2024-07-13,2024-07-19,2024-07-20,3886.83,3539.95,Divergente,Estorno,CT-001,FN-010,Ref. NF-2646,Débito,346.88,,315,,181 a 360 dias,,Muito Crítico,,6
TRX-00617,2024-04-17,2024-04-29,2024-05-01,25676.38,25676.38,Conciliado,Recebimento,CT-002,FN-003,Ref. NF-6272,Pix,0.00,,,,,,,,
TRX-01131,2024-05-22,2024-06-05,,8748.13,,Pendente,Pagamento,CT-007,FN-005,Ref. NF-3882,Pix,8748.13,360,,181 a 360 dias,,Muito Crítico,,6,
TRX-00688,2024-11-20,2024-12-02,,41167.61,,Pendente,Pagamento,CT-003,FN-007,Ref. NF-5055,Ted,41167.61,180,,121 a 180 dias,,Crítico,,5,
TRX-00639,2024-11-02,2024-11-03,2024-11-03,19044.91,19044.91,Conciliado,Recebimento,CT-004,FN-004,Ref. NF-4148,Pix,0.00,,,,,,,,
TRX-02982,2024-04-24,2024-05-06,2024-05-07,23584.91,23584.91,Conciliado,Estorno,CT-007,FN-002,Ref. NF-6454,Pix,0.00,,,,,,,,
TRX-02252,2024-02-06,2024-02-07,2024-02-07,21618.05,21618.05,Conciliado,Pagamento,CT-004,FN-003,Ref. NF-7497,Boleto,0.00,,,,,,,,
TRX-00085,2024-03-08,2024-03-09,2024-03-09,9125.19,9125.19,Conciliado,Pagamento,CT-006,FN-001,Ref. NF-6931,Boleto,0.00,,,,,,,,
TRX-00087,2024-02-01,2024-02-09,,35763.87,,Pendente,Recebimento,CT-002,FN-008,Ref. NF-2076,Boleto,35763.87,477,,+360 dias,,Máximo,,7,
TRX-00093,2024-11-07,2024-11-22,2024-11-23,35283.59,35283.59,Conciliado,Pagamento,CT-003,FN-005,Ref. NF-7566,Ted,0.00,,,,,,,,
TRX-00730,2024-11-04,2024-11-17,2024-11-18,21223.65,21223.65,Conciliado,Pagamento,CT-004,FN-007,Ref. NF-7911,Boleto,0.00,,,,,,,,
TRX-01341,2025-04-24,2025-05-04,2025-05-06,25829.18,25829.18,Conciliado,Pagamento,CT-005,FN-008,Ref. NF-6825,Boleto,0.00,,,,,,,,
TRX-01359,2024-12-21,2025-01-01,2025-01-01,38308.54,38308.54,Conciliado,Pagamento,CT-007,FN-003,Ref. NF-2637,Débito,0.00,,,,,,,,
TRX-00903,2024-05-09,2024-05-21,2024-05-26,34088.51,29489.96,Divergente,Estorno,CT-006,FN-008,Ref. NF-7565,Boleto,4598.55,,370,,+360 dias,,Máximo,,7
TRX-00565,2025-01-28,2025-01-29,2025-02-01,30412.33,30412.33,Conciliado,Pagamento,CT-003,FN-009,Ref. NF-2734,Débito,0.00,,,,,,,,
TRX-01444,2024-03-31,2024-04-06,2024-04-08,35038.20,35038.20,Conciliado,Pagamento,CT-001,FN-009,Ref. NF-4037,Ted,0.00,,,,,,,,
TRX-00035,2024-09-10,2024-09-17,,39031.81,,Pendente,Pagamento,CT-001,FN-002,Ref. NF-1822,Ted,39031.81,256,,181 a 360 dias,,Muito Crítico,,6,
TRX-00583,2024-10-03,2024-10-04,,35506.83,,Pendente,Pagamento,CT-002,FN-003,Ref. NF-3028,Débito,35506.83,239,,181 a 360 dias,,Muito Crítico,,6,
TRX-01327,2024-12-07,2024-12-15,2024-12-15,37576.62,37576.62,Conciliado,Pagamento,CT-001,FN-001,Ref. NF-5416,Pix,0.00,,,,,,,,
TRX-00474,2024-08-20,2024-08-28,2024-08-28,31527.14,31527.14,Conciliado,Recebimento,CT-003,FN-006,Ref. NF-9698,Pix,0.00,,,,,,,,
TRX-00183,2024-02-22,2024-02-23,2024-02-26,30103.17,30103.17,Conciliado,Pagamento,CT-002,FN-010,Ref. NF-4977,Pix,0.00,,,,,,,,
TRX-00895,2024-06-08,2024-06-13,2024-06-13,23579.49,23579.49,Conciliado,Pagamento,CT-002,FN-006,Ref. NF-2415,Débito,0.00,,,,,,,,
